наименование_материала,диаметр,толщина,длина,ширина
Д16,0,12.0,142,128
ПА6,0,12.0,55,32
Ст45,55,0.0,22,0
ЛС 59 -1,45,0.0,9,0
ЛС 59 -1,45,0.0,9,0
Текстолит Б,0,1.0,52,52
Л63,0,0.5,40,10
Л63,0,0.5,35,10
Д16,250,0.0,250,0
95Х18,10,0.0,25,0
95Х18,10,0.0,25,0
Пластик PBT-P,12,0,40,0
Пластик PBT-P,17,0,40,0
В95Т,70,0,260,0
В95Т,70,0,225,0
В95Т,70,0,335,0
В95Т,70,0,300,0
11.5,0,0,0,0
Д16,0,16.0,220,220
СТЭФ-1,0,1.5,200,400
Д16,0,16.0,88,104
"Лента10 (Ст10)-ПН-2-0,1",0,0.1,16,20
"Лента10 (Ст10)-ПН-2-0,2",0,0.2,16,20
"Лента10 (Ст10)-ПН-2-0,5",0,0.5,16,20
Ст45,35,0.0,20,0
Д16,0,20.0,125,50
Д16Т,15,0.0,6,0
Ст45,0,25.0,35,44
Ст45,0,30.0,45,50
"Лента10 (Ст10)-ПН-2-0,1",0,0.1,35,35
"Лента10 (Ст10)-ПН-2-0,2",0,0.5,35,35
"Лист 1,0, 08пс",0,1.0,35,35
"Лист 2,0, 08пс",0,2.0,35,35
"Лента У8А-0,08",0,0.08,35,35
"Лента У8А-0,10",0,0.1,35,35
"Лента У8А-0,2",0,0.2,35,35
"Лента10 (Ст10)-ПН-2-0,5",0,0.5,35,35
"Лист 1,0, 10пс",0,1.0,35,35
"Лист 2,0, 08пс",0,2.0,35,35
"Лента У8А-0,2",0,0.1,10,10
"Лента У8А-0,2",0,0.2,10,10
"Лента10 (Ст10)-ПН-2-0,5",0,0.5,10,10
Лента10 (Ст10)-ПН-2-1,0,1.0,10,10
"Лист 2,0, 10пс",0,2.0,10,10
Д16Т,0,50.0,76,120
Д16,0,16.0,16,80
ЛС 59 -1,0,60.0,82,82
Бронза КМц3-1,40,0.0,12,0
Бронза КМц3-1,40,0.0,12,0
ЛС 59 -1,0,5.0,70,80
ЛС 59 -1,0,5.0,70,83
Л63,0,1.0,50,80
ЛС 59 -1,55,0.0,45,0
ЛС 59 -1,0,10.0,30,20
Д16,0,16.0,28,24
Д61Т,0,8.0,126,30
Д16Т,0,16.0,25,160
Д16,0,4.0,80,110
"Лента У8А-0,10",0,0.1,500,500
"Лента У8А-0,2",0,0.2,500,500
"Лента10 (Ст10)-ПН-2-0,5",0,0.5,500,500
"Лист 1,0, 10пс",0,1.0,500,500
"Лист 2,0, 10пс",0,2.0,500,500
"Лента У8А-0,10",0,0.1,500,500
"Лента У8А-0,2",0,0.2,500,500
"Лента10 (Ст10)-ПН-2-0,5",0,0.5,500,500
"Лист 1,0, 10пс",0,1.0,500,500
"Лист 2,0, 10пс",0,2.0,500,500
Ст45,0,10.0,15,32
ЛС 59 -1,0,12.0,67,56
Д16,0,16.0,36,50
Д16,0,20.0,17,109
Д16,0,20.0,17,109
Д16,0,20.0,15,109
Д16,0,20.0,20,109
Д16Т,0,4.0,330,330
Д16Т,0,45.0,355,355
Ст45,40,0.0,236,0
Ст45,45,0.0,16,0
"Лента10 (Ст10)-ПН-2-0,1",0,0.1,75,75
"Лента10 (Ст10)-ПН-2-0,2",0,0.2,75,75
У8А,0,1.5,75,75
Д16АТ,0,6.0,230,260
Ст45,55,0.0,20,0
Д16,0,5.0,20,90
Д16,0,35.0,260,230
ПА6,0,25.0,42,30
Д16,0,16.0,180,143
Д16,0,30.0,132,260
Д16,0,25.0,132,178
Д16,0,16.0,140,178
Д16,0,40.0,132,155
Д16Б,0,25.0,260,132
Д16Б,0,25.0,260,132
Д16Т,0,20.0,46,46
Д16,0,12.0,18,210
Д16,0,40.0,70,135
Д16Т,0,12.0,34,108
95Х18,15,0.0,15,0
ПА6,0,20.0,22,22
Д16,0,16.0,220,220
СТЭФ-1,0,1.5,200,400
Д16Т,40,0.0,42,0
Д16,0,16.0,88,104
Ст45,35,0.0,20,0
Д16,0,20.0,125,50
Ст45,0,25.0,35,44
Ст45,0,30.0,45,50
"Лента10 (Ст10)-ПН-2-0,1",0,0.1,35,35
"Лента10 (Ст10)-ПН-2-0,2",0,0.5,35,35
"Лист 1,0, 08пс",0,1.0,35,35
"Лист 2,0, 08пс",0,2.0,35,35
"Лента У8А-0,08",0,0.08,35,35
"Лента У8А-0,10",0,0.1,35,35
"Лента У8А-0,2",0,0.2,35,35
"Лента10 (Ст10)-ПН-2-0,5",0,0.5,35,35
"Лист 1,0, 10пс",0,1.0,35,35
"Лист 2,0, 08пс",0,2.0,35,35
"Лента У8А-0,2",0,0.2,10,10
"Лента10 (Ст10)-ПН-2-0,5",0,0.5,10,10
Лента10 (Ст10)-ПН-2-1,0,1.0,10,10
"Лист 2,0, 10пс",0,2.0,10,10
Ст45,0,1.2,300,300
Ст45,0,2.0,300,300
Ст45,0,2.5,300,300
Ст45,0,1.2,300,300
Ст45,0,2.0,300,300
Ст45,0,2.5,300,300
Ст45,0,1.2,300,300
Ст45,0,2.0,300,300
Ст45,0,2.5,300,300
Д16Т,0,50.0,76,120
Д16Т,0,40.0,83,50
Д16,0,16.0,16,80
ЛС 59 -1,0,60.0,82,82
Ст45,0,25.0,43,43
Бронза КМц3-1,40,0.0,12,0
Бронза КМц3-1,40,0.0,12,0
ЛС 59 -1,0,5.0,70,80
ЛС 59 -1,0,5.0,70,83
Л63,0,1.0,50,80
Д16Т,0,20.0,40,32
Ст45,80,0.0,52,0
ЛС 59 -1,55,0.0,45,0
ЛС 59 -1,0,10.0,30,20
Д16Т,0,16.0,48,31
Д16Т,0,12.0,32,36
Д16,0,45.0,50,70
Д16,0,30.0,88,64
Д16,0,12.0,25,135
Д16,0,16.0,80,100
Д16АТ,0,2.0,60,135
Д16,0,40.0,50,45
Д16,0,16.0,28,24
Д61Т,0,8.0,126,30
Д16Т,0,16.0,18,160
Д16,0,4.0,80,110
Д16АТ,0,10.0,80,5
"Лента У8А-0,10",0,0.1,500,500
"Лента У8А-0,2",0,0.2,500,500
"Лента10 (Ст10)-ПН-2-0,5",0,0.5,500,500
"Лист 1,0, 10пс",0,1.0,500,500
"Лист 2,0, 10пс",0,2.0,500,500
"Лента У8А-0,10",0,0.1,500,500
"Лента У8А-0,2",0,0.2,500,500
"Лента10 (Ст10)-ПН-2-0,5",0,0.5,500,500
"Лист 1,0, 10пс",0,1.0,500,500
"Лист 2,0, 10пс",0,2.0,500,500
Ст45,0,10.0,15,32
Д16,0,16.0,36,50
Д16,0,20.0,17,109
Д16,0,20.0,17,109
Д16,0,20.0,15,109
Д16,0,20.0,20,109
Д16Т,0,4.0,330,330
Д16Т,0,45.0,355,355
Ст45,40,0.0,236,0
Ст45,45,0.0,16,0
"Лента10 (Ст10)-ПН-2-0,1",0,0.1,75,75
"Лента10 (Ст10)-ПН-2-0,2",0,0.2,75,75
У8А,0,1.5,75,75
Д16АТ,0,6.0,230,260
Д16,0,20.0,280,320
Ст45,55,0.0,20,0
Д16,0,5.0,20,90
Д16,0,35.0,260,230
ПА6,0,25.0,42,30
Ст10,0,2.0,155,80
Д16,0,25.0,132,178
Д16,0,40.0,132,155
Д16Т,0,40.0,144,17
Д16Т,0,40.0,40,65
Д16Б,0,25.0,260,132
Д16Б,0,25.0,260,132
Д16Т,0,20.0,110,40
Д16АТ,0,6.0,120,210
Д16,0,20.0,43,36
Д16Т,0,20.0,46,46
Д16,0,12.0,18,210
Д16,0,40.0,70,135
95Х18,50,0.0,11,0
95Х18,50,0.0,9,0
Д16Т,0,12.0,34,108
95Х18,15,0.0,15,0
95Х18,50,0.0,14,0
INOX 316L,40,0,7,0
DELRIN NOIR,40,0,4,0
INOX,0,4,40,34
INOX 316 L,45,0,25,0
INOX 316L,45,0,145,0
DELRIN NOIR,35,0,45,0
AU4G,6,0,50,0
AU4G,40,0,5,0
DELRIN NOIR,40,0,10,0
Сталь 40Х,16,0,52,0
ПА-6,30,0,50,0
Сталь 10,0,2,260,85
Д16Т,0,40,130,95
45,0,8,70,60
45,22,0,20,0
95Х18,10,0,18,0
Д16Т,0,16,90,45
12Х18Н10Т,10,0,19,0
12Х18Н10Т,0,12,295,295
Д16Т,0,40,104,47
Д16Т,0,16,82,28
Д16Т,0,40,56,56
Д16Т,0,40,56,56
12Х18Н10Т,18,0,62,0
12Х18Н10Т,14,0,43,0
Д16Т,0,20,56,36
Д16Т,0,20,56,36
Д16Т,40,0,11,0
Д16Т,45,0,10,0
Д16Т,45,0,11,0
Д16Т,50,0,10,0
Д16Т,50,0,44,0
Д16Т,45,0,15,0
Д16Т,40,0,7,0
Д16Т,45,0,8,0
Д16Т,45,0,5,0
Д16Т,40,0,11,0
Д16Т,45,0,10,0
Д16Т,45,0,11,0
Д16Т,50,0,10,0
Д16Т,50,0,44,0
Д16Т,45,0,15,0
Д16Т,40,0,7,0
Д16Т,45,0,8,0
Д16Т,45,0,5,0
PPH,40,0,40,0
PETP,45,0,75,0
C1220,16,0,105,0
POM-black,0,8,25,20
POM-black,0,10,38,38
POM-black,0,4,40,36
7075 Т6,0,8,35,28
7075 Т6,0,4,20,18
7075 Т6,0,4,20,20
7075 Т6,0,4,25,22
7075 Т6,0,35,75,66
7075 Т6,20,0,21,0
7075 Т6,0,4,22,20
7075 Т6,0,25,50,50
7075 Т6,0,14,55,14
7075 Т6,0,25,50,33
7075 Т6,0,25,75,51
7075 Т6,0,14,50,27
2024.0,130,0,17,0
2024.0,130,0,50,0
A6061T6,0,25.0,150,108
SUS 420 J2,20,0.0,55,0
A6061T6,0,50.0,80,75
A5052,0,30.0,40,40
A6061T6,0,50.0,95,75
A5052,25,0.0,9,0
SUS 304,0,4.0,35,28
SUS 304,45,0.0,21,0
SUS 304,0,8.0,190,88
SUS 304,0,15.0,88,58
SUS 304,0,25.0,80,48
SUS 304,0,25.0,45,30
A5052,0,12.0,500,58
A6061T6,12,0.0,12,0
A6061T6,0,25.0,150,115
SUS 420 J2,75,0.0,30,0
A6061T6,45,0.0,10,0
PETP,65,0.0,32,0
A6061T6,25,0.0,32,0
SUS 420 J2,20,0.0,85,0
A6061T6,0,70.0,95,80
A5052,0,12.0,95,24
A6061T6,20,0.0,6,0
SUS 304,0,0.15,35,35
A5052,0,12.0,1600,60
SUS 304,0,8.0,135,90
A6061T6,0,25.0,150,108
A5052,0,30.0,40,40
A6061T6,0,50.0,95,75
A5052,25,0.0,9,0
SUS 304,0,4.0,35,28
SUS 304,45,0.0,21,0
SUS 304,0,8.0,190,88
SUS 304,0,25.0,80,48
SUS 304,0,25.0,45,30
A6061T6,12,0.0,12,0
A6061T6,0,25.0,150,115
SUS 420 J2,75,0.0,30,0
A6061T6,45,0.0,10,0
PETP,65,0.0,32,0
A6061T6,25,0.0,32,0
SUS 420 J2,20,0.0,85,0
A6061T6,0,70.0,95,80
A5052,0,12.0,95,24
A6061T6,20,0.0,6,0
SUS 304,0,0.15,35,35
A5052,0,12.0,1600,60
A6061T6,0,25.0,150,108
SUS 420 J2,20,0.0,55,0
A6061T6,0,50.0,80,75
A5052,0,30.0,40,40
A6061T6,0,50.0,95,75
A5052,25,0.0,9,0
SUS 304,0,4.0,35,28
SUS 304,45,0.0,21,0
SUS 304,0,8.0,190,88
SUS 304,0,15.0,88,58
SUS 304,0,25.0,80,48
SUS 304,0,25.0,45,30
A5052,0,12.0,500,58
Screw M8x30 A2 DIN 912,0,0.0,0,0
A6061T6,12,0.0,12,0
A6061T6,0,25.0,150,115
SUS 420 J2,75,0.0,30,0
Стекло листовое М4 ГОСТ111-90,0,0.0,0,0
A6061T6,45,0.0,10,0
Carton,0,0.0,0,0
PETP,65,0.0,32,0
A6061T6,25,0.0,32,0
SUS 420 J2,20,0.0,85,0
A6061T6,0,70.0,95,80
A5052,0,12.0,95,24
A6061T6,20,0.0,6,0
SUS 304,0,0.15,35,35
A5052,0,12.0,1600,60
SUS 304,0,8.0,135,90
Screw M6x12 A2 DIN 912,0,0.0,0,0
SUS 304,25.0,0,45,0
SUS 304,50.8,0,715,0
SUS 304,60.0,0,15,0
SUS 304,60.0,0,38,0
SUS 304,50.8,0,885,0
SUS 304,20.0,0,33,0
SUS 304,0.0,2,180,108
SUS 304,25.0,0,45,0
SUS 304,60.0,0,15,0
SUS 304,60.0,0,38,0
SUS 304,25.0,0,45,0
SUS 304,50.8,0,715,0
SUS 304,60.0,0,15,0
SUS 304,60.0,0,38,0
SUS 304,50.8,0,885,0
SUS 304,20.0,0,33,0
SUS 304,0.0,2,180,108
SUS 304,25.0,0,45,0
SUS 304,60.0,0,15,0
SUS 304,60.0,0,38,0
SUS 304,25.0,0,45,0
SUS 304,50.8,0,715,0
SUS 304,60.0,0,15,0
SUS 304,60.0,0,38,0
SUS 304,50.8,0,885,0
SUS 304,20.0,0,33,0
SUS 304,0.0,2,180,108
SUS 304,25.0,0,45,0
SUS 304,60.0,0,15,0
SUS 304,60.0,0,38,0
SUS 304,55,0,10,0
S 10 C,0,20,230,205
SUS 304,12,0,310,0
SUS 304,70,0,15,0
SUS 304,70,0,11,0
S 10 C,0,2,160,200
PEEK,60,0,40,0
БрАЖ9-4,35,0,50,0
SUS 304,10,0,250,0
SUS 304,70,0,11,0
SUS 304,0,0,0,0
SUS 304,0,0,0,0
SUS 304,0,0,0,0
SUS 304,0,0,0,0
SUS 304,0,20,245,50
S 10 C,45,0,310,0
SUS 304,0,0,0,0
PETP,45,0,30,0
SUS 304,50,0,15,0
SUS 304,50,0,11,0
PETP,40,0,15,0
SUS 304,50,0,50,0
PETP,10,0,33,0
SUS 304,25,0,32,0
SUS 304,12,0,23,0
SUS 304,15,0,15,0
NBR Rubber,0,0,0,0
S 10 C,60,0,58,0
БрАЖ9-4,40,0,60,0
БрАЖ9-4,40,0,60,0
2017A,120,0.0,250,0
2017A,0,35.0,100,50
2017A,15,0.0,70,0
2017A,0,30.0,60,40
CuSn8,20,0.0,20,0
"1,4307 (Inox304l)",8,0.0,65,0
2017A,0,45.0,200,100
2017A,0,30.0,60,40
1.4418 (APX4),200,0.0,50,0
"1,4301 (Inox304)",0,2.0,150,150
1.4418 (APX4),120,0.0,50,0
2017A,100,0.0,95,0
1.4418 (APX4),15,0.0,95,0
2017A,60,0.0,15,0
1.4401 (SS316L),22,0.0,47,0
1.4418 (APX4),25,0.0,25,0
2017A,50,0.0,25,0
2017A,50,0.0,16,0
2017A,50,0.0,115,0
2017A,120,0.0,50,0
2017A,110,0.0,15,0
"1,4307 (Inox304l)",8,0.0,73,0
"1,4307 (Inox304l)",35,0.0,38,0
2017A,50,0.0,20,0
2017A,40,0.0,10,0
2017A,50,0.0,145,0
"1,4307 (Inox304l)",40,0.0,13,0
1.4401 (SS316L),25,0.0,15,0
POM,0,8.0,28,20
POM,150,0.0,15,0
1.4401 (SS316L),20,0.0,37,0
1.4401 (SS316L),20,0.0,23,0
2017A,0,35.0,95,46
2017A,0,20.0,260,40
2017A,0,35.0,120,40
"1,4307 (Inox304l)",6,0.0,45,0
2017A,15,0.0,10,0
2017A,0,12.0,125,48
2017A,0,20.0,55,25
"1,4307 (Inox304l)",6,0.0,42,0
PE-HD,15,0.0,35,0
2017A,0,10.0,30,22
"1,4307 (Inox304l)",0,12.0,50,20
"1,4307 (Inox304l)",8,0.0,24,0
2017A,0,6.0,95,80
"1,4307 (Inox304l)",6,0.0,45,0
PE-HD,20,0.0,40,0
"1,4307 (Inox304l)",8,0.0,40,0
2017A,0,25.0,90,80
2017A,0,12.0,40,25
2017A,0,12.0,160,30
2017A,0,12.0,175,30
2017A,0,15.0,195,50
2017A,0,10.0,75,25
2017A,120,0.0,250,0
2017A,0,45.0,200,100
2017A,100,0.0,95,0
2017A,60,0.0,15,0
2017A,120,0.0,50,0
2017A,110,0.0,15,0
POM,150,0.0,15,0
зубчатое колесо,0,0.0,0,0
2017A,0,35.0,95,46
зубчатое колесо,0,0.0,0,0
зубчатое колесо,0,0.0,0,0
зубчатое колесо,0,0.0,0,0
11SMn30,35,0.0,35,0
acier inoxydable,20,0.0,55,0
laiton,25,0.0,18,0
acier inoxydable,10,0.0,45,0
2017A,0,35.0,120,40
inox A2,15,0.0,30,0
POM noir,120,0.0,6,0
2017A,0,1.0,110,35
2017A,0,1.0,110,35
2017A,0,12.0,125,48
2017A,0,6.0,95,80
2017A,0,25.0,90,80
2017,150,0.0,20,0
1.1248 (XC75 blue),0,0.5,140,140
"1,4307 (Inox304l)",22,0.0,65,0
2017,60,0.0,45,0
PP,250,0.0,50,0
1.1248 (XC75 blue),0,0.5,160,160
"1,4307 (Inox304l)",8,0.0,19,0
2017,250,0.0,30,0
PP,250,0.0,12,0
PE-HD,0,15.0,70,32
2017,0,15.0,90,30
PE-HD,0,15.0,60,32
5083,0,2.0,140,30
PUR,0,10.0,40,30
2017,0,20.0,40,25
PP,250,0.0,8,0
PP,250,0.0,50,0
2017,250,0.0,30,0
PP,250,0.0,12,0
APX,10,0.0,11,0
2017,0,20.0,40,25
A4,10,0.0,65,0
PP,250,0.0,8,0
2017,0,20.0,40,25
2017,110,0.0,40,0
1.4418 (APX4),10,0.0,20,0
1.4401 (SS316L),120,0.0,12,0
2017,65,0.0,22,0
1.4401 (SS316L),70,0.0,60,0
2017,0,60.0,185,135
1.4401 (SS316L),15,0.0,60,0
2017,55,0.0,34,0
2017,140,0.0,25,0
2017,70,0.0,34,0
1.4401 (SS316L),0,1.5,250,60
2017,70,0.0,170,0
1.4401 (SS316L),6,0.0,45,0
1.4401 (SS316L),12,0.0,12,0
PA-6,10,0.0,6,0
PA-6,10,0.0,15,0
2017,12,0.0,12,0
2017,12,0.0,16,0
2017,0,15.0,30,15
2017,0,15.0,40,30
1.4548 (SS630),60,0.0,10,0
1.4401 (SS316L),0,4.0,170,90
1.4401 (SS316L),0,4.0,200,100
1.4401 (SS316L),0,4.0,170,90
1.4401 (SS316L),0,1.0,210,160
2017,0,8.0,25,16
2017,0,60.0,185,135
2017,0,15.0,40,30
1.4548 (X5CrNiCu17-4),40,0.0,25,0
1.4401 (SS316L),0,4.0,170,90
1.4401 (SS316L),0,4.0,200,100
1.4401 (SS316L),0,1.0,210,160
1.4401 (SS316L),0,4.0,200,100
зубчатое колесо,0,0.0,0,0
зубчатое колесо,0,0.0,0,0
зубчатое колесо,0,0.0,0,0
зубчатое колесо,0,0.0,0,0
2017,0,1.0,80,30
2017,0,1.0,80,30
А6061Т6,0,100.0,1210,360
SUS 304,0,8.0,40,28
SUS 304,0,20.0,66,28
SUS 304,20,0.0,10,0
SUS 304,0,8.0,52,23
SUS 304,20,0.0,39,0
SUS 304,0,20.0,33,28
SUS 304,0,10.0,660,28
SUS 304,0,10.0,190,68
SUS 304,0,10.0,156,54
SUS 304,0,8.0,48,47
SUS 304,0,10.0,156,54
SUS 420 J2,56,0.0,35,0
SUS 420 J2,20,0.0,63,0
SUS 304,0,10.0,190,68
SUS 304,0,16.0,38,20
A6061T6,0,50.0,1090,140
SUS 304,0,3.0,48,40
SUS 304,0,12.0,102,38
SUS 420 J2,14,0.0,43,0
A6061T6,150,0.0,180,0
SUS 304,0,0.15,35,35
SUS 304,0,25.0,1216,110
SUS 304,0,2.0,65,65
SUS 304,0,12.0,650,79
SUS 304,80,0.0,17,0
SUS 304,0,2.0,65,65
A5052,0,16.0,200,130
SUS 420 J2,50,0.0,70,0
SUS 304,30,0.0,352,0
SUS 304,110,0.0,14,0
SUS 304,10,0.0,12,0
SUS 304,10,0.0,11,0
А6061Т6,0,100.0,1210,360
SUS 304,0,8.0,40,28
SUS 304,0,20.0,66,28
SUS 304,20,0.0,10,0
SUS 304,0,8.0,52,23
SUS 304,20,0.0,39,0
SUS 304,0,20.0,33,28
SUS 304,0,10.0,660,28
SUS 304,0,10.0,190,68
SUS 304,0,10.0,156,54
SUS 304,0,8.0,48,47
SUS 304,0,10.0,156,54
SUS 420 J2,56,0.0,35,0
SUS 420 J2,20,0.0,63,0
SUS 304,0,10.0,190,68
SUS 304,0,16.0,38,20
A6061T6,0,50.0,1090,140
SUS 304,0,3.0,48,40
SUS 304,0,12.0,102,38
SUS 420 J2,14,0.0,43,0
A6061T6,150,0.0,180,0
SUS 304,0,0.15,35,35
SUS 304,0,25.0,1216,110
SUS 304,0,2.0,65,65
SUS 304,0,12.0,650,79
SUS 304,80,0.0,17,0
SUS 304,0,2.0,65,65
A5052,0,16.0,200,130
SUS 420 J2,50,0.0,70,0
SUS 304,30,0.0,352,0
SUS 304,110,0.0,14,0
SUS 304,10,0.0,12,0
SUS 304,10,0.0,11,0
Screw M5x10 A2 DIN 7991,0,0.0,0,0
А6061Т6,0,100.0,1210,360
SUS 304,0,8.0,40,28
SUS 304,0,20.0,66,28
SUS 304,20,0.0,10,0
SUS 304,0,8.0,52,23
SUS 304,20,0.0,39,0
SUS 304,0,20.0,33,28
SUS 304,0,10.0,660,28
SUS 304,0,10.0,190,68
SUS 304,0,10.0,156,54
SUS 304,0,8.0,48,47
SUS 304,0,10.0,156,54
SUS 420 J2,56,0.0,35,0
SUS 420 J2,20,0.0,63,0
SUS 304,0,10.0,190,68
Screw M5x16 A2 DIN 7991,0,0.0,0,0
SUS 304,0,16.0,38,20
A6061T6,0,50.0,1090,140
SUS 304,0,3.0,48,40
SUS 304,0,12.0,102,38
SUS 420 J2,14,0.0,43,0
A6061T6,150,0.0,180,0
SUS 304,0,0.15,35,35
SUS 304,0,25.0,1216,110
SUS 304,0,2.0,65,65
SUS 304,0,12.0,650,79
SUS 304,80,0.0,17,0
SUS 304,0,2.0,65,65
A5052,0,16.0,200,130
SUS 420 J2,50,0.0,70,0
SUS 304,30,0.0,352,0
SUS 304,110,0.0,14,0
Screw M5x16 A2 DIN 912,0,0.0,0,0
SUS 304,10,0.0,12,0
SUS 304,10,0.0,11,0
Screw M5x10 A2 DIN 7991,0,0.0,0,0
А6061Т6,0,100.0,1210,360
SUS 304,0,8.0,40,28
SUS 304,0,20.0,66,28
SUS 304,20,0.0,10,0
SUS 304,0,8.0,52,23
SUS 304,20,0.0,39,0
SUS 304,0,20.0,33,28
SUS 304,0,10.0,660,28
SUS 304,0,10.0,190,68
SUS 304,0,10.0,156,54
SUS 304,0,8.0,48,47
SUS 304,0,10.0,156,54
SUS 420 J2,56,0.0,35,0
SUS 420 J2,20,0.0,63,0
SUS 304,0,10.0,190,68
Screw M5x16 A2 DIN 7991,0,0.0,0,0
SUS 304,0,16.0,38,20
A6061T6,0,50.0,1090,140
SUS 304,0,3.0,48,40
SUS 304,0,12.0,102,38
SUS 420 J2,14,0.0,43,0
A6061T6,150,0.0,180,0
SUS 304,0,0.15,35,35
SUS 304,0,25.0,1216,110
SUS 304,0,2.0,65,65
SUS 304,0,12.0,650,79
SUS 304,80,0.0,17,0
SUS 304,0,2.0,65,65
A5052,0,16.0,200,130
SUS 420 J2,50,0.0,70,0
SUS 304,30,0.0,352,0
SUS 304,110,0.0,14,0
Screw M5x16 A2 DIN 912,0,0.0,0,0
SUS 304,10,0.0,12,0
SUS 304,10,0.0,11,0
Screw M5x10 A2 DIN 7991,0,0,0,0
А6061Т6,0,0,0,0
SUS 304,0,0,0,0
SUS 304,0,0,0,0
SUS 304,0,0,0,0
SUS 304,0,0,0,0
SUS 304,0,0,0,0
SUS 304,0,0,0,0
SUS 304,0,0,0,0
SUS 304,0,0,0,0
SUS 304,0,0,0,0
SUS 304,0,0,0,0
SUS 304,0,0,0,0
SUS 420 J2,0,0,0,0
SUS 420 J2,0,0,0,0
SUS 304,0,0,0,0
Screw M5x16 A2 DIN 7991,0,0,0,0
SUS 304,0,0,0,0
A6061T6,0,0,0,0
SUS 304,0,0,0,0
SUS 304,0,0,0,0
SUS 420 J2,0,0,0,0
A6061T6,0,0,0,0
SUS 304,0,0,0,0
SUS 304,0,0,0,0
SUS 304,0,0,0,0
SUS 304,0,0,0,0
SUS 304,0,0,0,0
SUS 304,0,0,0,0
A5052,0,0,0,0
SUS 420 J2,0,0,0,0
SUS 304,0,0,0,0
SUS 304,0,0,0,0
Screw M5x16 A2 DIN 912,0,0,0,0
SUS 304,0,0,0,0
SUS 304,0,0,0,0
Screw M5x10 A2 DIN 7991,0,0.0,0,0
А6061Т6,0,100.0,1210,360
SUS 304,0,8.0,40,28
SUS 304,0,20.0,66,28
SUS 304,20,0.0,10,0
SUS 304,0,8.0,52,23
SUS 304,20,0.0,39,0
SUS 304,0,20.0,33,28
SUS 304,0,10.0,660,28
SUS 304,0,10.0,190,68
SUS 304,0,10.0,156,54
SUS 304,0,8.0,48,47
SUS 304,0,10.0,156,54
SUS 420 J2,56,0.0,35,0
SUS 420 J2,20,0.0,63,0
SUS 304,0,10.0,190,68
Screw M5x16 A2 DIN 7991,0,0.0,0,0
SUS 304,0,16.0,38,20
A6061T6,0,50.0,1090,140
SUS 304,0,3.0,48,40
SUS 304,0,12.0,102,38
SUS 420 J2,14,0.0,43,0
A6061T6,150,0.0,180,0
SUS 304,0,0.15,35,35
SUS 304,0,25.0,1216,110
SUS 304,0,2.0,65,65
SUS 304,0,12.0,650,79
SUS 304,80,0.0,17,0
SUS 304,0,2.0,65,65
A5052,0,16.0,200,130
SUS 420 J2,50,0.0,70,0
SUS 304,30,0.0,352,0
SUS 304,110,0.0,14,0
Screw M5x16 A2 DIN 912,0,0.0,0,0
SUS 304,10,0.0,12,0
SUS 304,10,0.0,11,0
Сталь 45,16,0,25,0
Сталь 45,10,0,50,0
Сталь 45,10,0,50,0
INOX304,0,30,85,85
БрАЖ9-4,40,0,60,0
БрАЖ9-4,40,0,60,0
INOX304,0,30,85,85
БрАЖ9-4,40,0,60,0
БрАЖ9-4,40,0,60,0
INOX304,25,0.0,14,0
INOX304,0,25.0,625,240
INOX304,0,2.0,600,200
6061Т6,0,20.0,555,105
SUS420J2,0,20.0,500,50
"резина, материал заказчика",0,2.0,520,65
6061Т6,0,8.0,520,65
PTFE,0,10.0,510,30
SUS420J2,0,16.0,510,50
"графит, материал заказчика",0,20.0,510,50
"SUS 430, материал заказчика",0,6.0,525,70
SUS 430,0,12.0,490,30
C1720,10,0.0,35,0
PTFE,8,0.0,16,0
SUS420J2,0,16.0,510,50
INOX304,12,0.0,50,0
INOX304,0,16.0,60,40
Фторопласт Ф-4,20,0.0,31,0
SUS 430,40,0.0,20,0
SUS 304,0,0.1,20,20
PTFE,30,0.0,21,0
PA-6,8,0.0,12,0
SUS 420 J2,0,12.0,68,48
Фторопласт Ф-4,20,0.0,22,0
Фторопласт Ф-4,20,0.0,30,0
SUS 304,6,0.0,15,0
C3710,20,0.0,6,0
C3710,20,0.0,8,0
C3710,22,0.0,12,0
С1220,10,0.0,30,0
Brass,22,0.0,15,0
PETP,45,0.0,30,0
PETP,45,0.0,30,0
C1220,16,0.0,76,0
Фторопласт Ф-4,30,0.0,50,0
INOX304,25,0.0,14,0
INOX304,0,25.0,625,240
INOX304,0,2.0,600,200
6061Т6,0,20.0,555,105
SUS420J2,0,20.0,500,50
"резина, материал заказчика",0,2.0,520,65
6061Т6,0,8.0,520,65
PTFE,0,10.0,510,30
SUS420J2,0,16.0,510,50
"графит, материал заказчика",0,20.0,510,50
"SUS 430, материал заказчика",0,6.0,525,70
SUS 430,0,12.0,490,30
C1720,10,0.0,35,0
PTFE,8,0.0,16,0
SUS420J2,0,16.0,510,50
INOX304,12,0.0,50,0
INOX304,0,16.0,60,40
Фторопласт Ф-4,20,0.0,31,0
SUS 430,40,0.0,20,0
SUS 304,0,0.1,20,20
PTFE,30,0.0,21,0
PA-6,8,0.0,12,0
SUS 420 J2,0,12.0,68,48
Фторопласт Ф-4,20,0.0,22,0
Фторопласт Ф-4,20,0.0,30,0
SUS 304,6,0.0,15,0
C3710,20,0.0,6,0
C3710,20,0.0,8,0
C3710,22,0.0,12,0
С1220,10,0.0,30,0
